installment_to_income,credit_history_length,revol_util_to_dti,int_rate,dti,open_acc,revol_bal_to_inc,log_loan_amnt,log_annual_inc,loan_to_total_rev_hi_lim,fico_mid,fico_width,open_total_ratio,emp_length_bin_2–5,emp_length_bin_6–10,emp_length_bin_nan,dti_bin_<20%,dti_bin_>40%,dti_bin_nan,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,"fico_bucket_(667.0, 672.0]","fico_bucket_(672.0, 677.0]","fico_bucket_(677.0, 682.0]","fico_bucket_(682.0, 687.0]","fico_bucket_(687.0, 692.0]","fico_bucket_(692.0, 697.0]","fico_bucket_(697.0, 702.0]","fico_bucket_(702.0, 707.0]","fico_bucket_(707.0, 712.0]","fico_bucket_(712.0, 722.0]","fico_bucket_(722.0, 727.0]","fico_bucket_(727.0, 742.0]","fico_bucket_(742.0, 767.0]","fico_bucket_(767.0, 847.5]",home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,"fico_bin_(667.0, 672.0]","fico_bin_(672.0, 677.0]","fico_bin_(677.0, 682.0]","fico_bin_(682.0, 692.0]","fico_bin_(692.0, 697.0]","fico_bin_(697.0, 707.0]","fico_bin_(707.0, 722.0]","fico_bin_(722.0, 742.0]","fico_bin_(742.0, 847.5]",dti_term_interact_20–40%_1,dti_term_interact_<20%_0,dti_term_interact_<20%_1,dti_term_interact_>40%_0,dti_term_interact_>40%_1,dti_term_interact_nan_0,dti_term_interact_nan_1,emp_home_interact_0–1_OWN,emp_home_interact_0–1_RENT,emp_home_interact_2–5_ANY,emp_home_interact_2–5_MORTGAGE,emp_home_interact_2–5_OWN,emp_home_interact_2–5_RENT,emp_home_interact_6–10_ANY,emp_home_interact_6–10_MORTGAGE,emp_home_interact_6–10_OWN,emp_home_interact_6–10_RENT,emp_home_interact_nan_MORTGAGE,emp_home_interact_nan_OWN,emp_home_interact_nan_RENT,"dti_int_rate_bin_20–40%_(13.49, 16.99]","dti_int_rate_bin_20–40%_(16.99, 30.99]","dti_int_rate_bin_20–40%_(5.308999999999999, 8.24]","dti_int_rate_bin_20–40%_(8.24, 11.44]","dti_int_rate_bin_<20%_(11.44, 13.49]","dti_int_rate_bin_<20%_(13.49, 16.99]","dti_int_rate_bin_<20%_(16.99, 30.99]","dti_int_rate_bin_<20%_(5.308999999999999, 8.24]","dti_int_rate_bin_<20%_(8.24, 11.44]","dti_int_rate_bin_>40%_(11.44, 13.49]","dti_int_rate_bin_>40%_(13.49, 16.99]","dti_int_rate_bin_>40%_(16.99, 30.99]","dti_int_rate_bin_>40%_(5.308999999999999, 8.24]","dti_int_rate_bin_>40%_(8.24, 11.44]","dti_int_rate_bin_nan_(11.44, 13.49]","dti_int_rate_bin_nan_(13.49, 16.99]","dti_int_rate_bin_nan_(16.99, 30.99]","dti_int_rate_bin_nan_(5.308999999999999, 8.24]","dti_int_rate_bin_nan_(8.24, 11.44]",credit_hist_bin_7-15y,credit_hist_bin_>15y,label,score
0.08486827736030762,7.61941962919065,1.7408623268523002,8.038388564028407,20.591088170603786,7.813838320102307,0.15829602941223986,9.958796894536045,11.406385021953591,0.4515679025844541,668.9455990734151,4.050206587579786,0.4480389717345798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.19554588
0.10334422561616972,20.343165151507993,2.415538527455497,24.60358427273931,13.707886015536333,11.944616507106765,0.089192659472493,10.192223993776564,10.55626274604758,1.0823793056796964,680.803054676357,3.793583162391576,0.6209588527572474,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.2899198
0.09676610537788806,30.581538932284,2.8019201013731903,5.417519276255187,18.77265313300996,27.677006135322046,0.4387211808719308,10.335142275156917,10.66274810345875,0.24400339913336483,703.5315687390216,4.073349248292143,0.7821189014660398,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7020881
0.10055453217777702,20.774598543400305,0.5241622108062143,10.238878557858476,33.2389882557937,28.43660994046342,0.06547663743181768,9.555192692226534,10.978889566688892,0.6237416702737026,759.7826320868276,3.908263865589535,0.5012790123527195,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.12522534
0.10622370322303114,14.7698198363195,4.704610590454225,8.049818335953145,18.251822099008592,6.157100817413859,0.15544881542531827,10.625608923588294,11.323185329957065,1.177158259150383,702.7679148718738,3.7976920270012116,0.3769579777516934,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.61866724
0.03447823074571491,28.0861795832277,4.734527935266235,12.340508397513595,18.495215689804684,8.157406889793588,0.33354214867745574,8.501632466868845,10.702567990760068,0.1921698689935902,688.1406548454307,4.121625562681433,0.878041624287194,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.740302
0.09855678195021482,9.853802320096207,4.207531470313414,14.867883635914415,18.373732471209618,7.146540280308188,0.28093791537136986,10.301552318670641,9.62292465720821,0.8647535372703039,715.0599709423261,3.7861779754142724,0.429431084557965,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.48633605
0.057231373237196737,26.950431688910445,4.996621500297752,11.110979193029317,22.518719009442325,10.641696810284865,0.0685457406247097,9.837654595581142,12.389083352594668,1.8216466021240578,674.0282580989605,3.834745494903731,0.3806479789082782,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.15508018
0.12165244217698051,12.211465266589235,2.115010737058735,20.269979734982677,31.76636006132472,8.06958984420814,0.14029919538699615,10.251475753740811,10.942991607915879,1.6805473377077644,726.3702222736814,4.161226213292222,0.16080092687830427,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.6494619
0.1266611473567672,17.501657696166383,4.169937602602332,8.131017902945828,12.371812453334064,7.981660405693724,0.31501880124682363,10.072428700439893,9.828355255860894,0.6255836617381298,635.9684368420453,3.8822895845430616,0.32846778200577503,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3342179
